id,1,2,3,4
9701,485,219,30,0
9702,519,247,16,0
9703,17,232,565,72
9704,0,55,421,197
9705,0,78,613,233
9706,0,24,208,569
9707,0,17,218,464
9708,40,318,19,0
9709,227,538,54,0
9710,200,473,53,0
9711,481,200,17,0
9712,0,86,582,260
9713,0,55,486,203
9714,534,200,12,0
9715,0,179,1382,296
9716,229,589,70,0
9717,75,586,249,24
9718,21,240,507,51
9719,229,534,50,0
9720,218,507,62,0
9721,229,554,65,0
9722,60,596,262,24
9723,0,65,527,269
9724,23,274,503,67
9725,0,49,485,190
9726,1,17,205,484
9727,0,64,652,314
9728,333,630,67,0
9729,0,20,208,461
9730,0,15,207,548
9731,243,498,54,0
9732,0,15,226,515
9733,30,233,572,70
9734,483,211,8,0
9735,305,760,93,0
9736,0,70,553,209
9737,209,470,52,0
9738,69,581,255,24
9739,0,17,198,598
9740,229,544,73,2
9741,3,191,1363,548
9742,32,287,563,59
9743,0,18,180,488
9744,46,435,198,17
9745,501,286,28,0
9746,52,470,226,17
9747,0,86,651,271
9748,49,309,33,2
9749,53,493,263,22
9750,17,211,583,65
9751,0,63,570,217
9752,254,617,65,0
9753,458,212,20,0
9754,20,234,467,72
9755,0,25,254,494
9756,608,921,125,0
9757,196,581,77,0
9758,524,232,14,0
9759,0,68,543,265
9760,211,560,70,0
9761,0,55,529,239
9762,0,23,190,602
9763,0,58,465,221
9764,17,217,496,40
9765,424,1008,139,0
9766,0,21,219,544
9767,209,561,64,0
9768,0,60,510,252
9769,37,319,33,0
9770,26,217,498,63
9771,49,506,211,19
9772,0,45,447,740
9773,73,627,208,22
9774,0,75,623,240
9775,535,230,21,0
9776,24,300,572,64
9777,17,204,506,64
9778,1,23,310,825
9779,215,536,62,0
9780,21,213,463,61
9781,207,452,58,0
9782,0,97,883,511
9783,105,872,441,37
9784,0,37,394,886
9785,286,267,33,0
9786,252,569,62,0
9787,20,193,461,67
9788,59,547,217,23
9789,0,13,203,490
9790,61,492,230,14
9791,58,460,222,15
9792,10,234,562,82
9793,60,536,183,11
9794,244,483,36,0
9795,21,313,549,57
9796,0,67,472,179
9797,61,481,216,12
9798,41,484,69,0
9799,0,60,479,197
9800,480,218,20,0
9801,564,270,25,0
9802,181,518,55,0
9803,0,57,475,215
9804,50,460,191,16
9805,0,15,142,186
9806,0,9,225,456
9807,12,210,491,73
9808,0,76,768,236
9809,619,290,19,0
9810,78,641,258,16
9811,12,254,486,78
9812,199,508,63,0
9813,0,113,980,272
9814,478,218,22,0
9815,49,443,204,21
9816,71,633,224,20
9817,71,677,378,64
9818,445,215,14,0
9819,0,64,470,206
9820,41,361,683,79
9821,68,553,241,20
9822,229,522,62,1
9823,553,302,26,0
9824,235,515,69,0
9825,88,818,245,22
9826,0,74,501,220
9827,0,52,488,214
9828,0,17,191,545
9829,0,56,473,975
9830,0,18,191,488
9831,99,790,410,34
9832,207,470,56,0
9833,86,777,481,34
9834,0,22,172,167
9835,0,25,306,595
9836,43,356,37,0
9837,25,248,683,83
9838,712,139,13,2
9839,114,852,432,51
9840,398,791,83,0
9841,511,284,23,0
9842,197,499,65,0
9843,0,71,618,230
9844,60,549,265,30
9845,61,514,191,24
9846,1,23,285,573
9847,181,479,57,0
9848,261,519,75,0
9849,2,66,491,250
9850,19,275,598,75
9851,251,568,70,0
9852,4,28,247,555
9853,227,627,93,0
9854,501,189,18,0
9855,0,34,383,1166
9856,55,516,229,11
9857,92,731,228,22
9858,381,55,21,0
9859,0,57,481,226
9860,52,530,231,24
9861,14,265,552,70
9862,54,412,190,18
9863,0,41,373,221
9864,590,238,25,0
9865,64,519,241,21
9866,512,205,26,0
9867,719,367,31,0
9868,0,28,248,486
9869,51,483,198,18
9870,165,1265,174,0
9871,50,539,247,23
9872,0,61,458,215
9873,257,602,73,0
9874,23,218,534,67
9875,524,277,21,0
9876,71,672,228,15
9877,64,557,219,16
9878,206,551,54,0
9879,0,28,223,499
9880,55,517,213,13
9881,570,235,28,0
9882,0,80,976,2086
9883,14,236,518,49
9884,590,302,21,0
9885,2,55,475,191
9886,0,79,665,408
9887,0,29,272,522
9888,0,20,230,501
9889,215,498,67,0
9890,0,61,428,178
9891,181,535,58,0
9892,507,228,11,0
9893,225,487,54,0
9894,0,72,675,305
9895,570,287,24,0
9896,15,176,182,22
9897,576,266,37,0
9898,0,76,566,203
9899,0,59,477,204
9900,320,760,97,0
9901,75,487,205,20
9902,76,743,407,41
9903,53,440,239,21
9904,0,29,304,580
9905,0,63,414,185
9906,91,589,244,32
9907,0,18,234,532
9908,90,814,537,61
9909,0,94,835,529
9910,0,69,787,437
9911,19,184,151,16
9912,238,492,64,0
9913,15,203,465,65
9914,0,19,237,660
9915,474,189,18,0
9916,21,200,498,52
9917,14,218,537,58
9918,465,223,20,0
9919,235,479,50,0
9920,0,51,461,163
9921,0,17,276,642
9922,66,632,225,25
9923,493,219,22,0
9924,22,208,494,62
9925,0,17,201,621
9926,0,84,593,204
9927,98,870,497,57
9928,0,108,797,518
9929,0,53,431,211
9930,493,206,21,0
9931,532,241,16,0
9932,205,549,63,0
9933,24,208,473,61
9934,0,26,211,518
9935,213,544,66,0
9936,257,570,68,1
9937,219,485,54,0
9938,0,9,224,664
9939,63,507,208,15
9940,25,342,756,78
9941,267,653,72,0
9942,80,627,248,23
9943,0,22,186,511
9944,459,207,14,0
9945,22,305,629,73
9946,579,1801,212,0
9947,84,610,297,25
9948,397,216,20,0
9949,0,14,213,512
9950,0,66,480,205
9951,0,135,938,340
9952,1,15,217,595
9953,0,14,219,493
9954,0,78,613,311
9955,225,516,61,4
9956,140,152,20,0
9957,60,511,231,20
9958,567,222,27,0
9959,20,228,502,54
9960,0,19,196,470
9961,0,73,687,289
9962,0,14,215,533
9963,248,492,71,0
9964,36,351,681,82
9965,13,201,503,78
9966,18,183,523,60
9967,0,151,1157,365
9968,76,593,263,16
9969,28,273,647,89
9970,65,488,202,18
9971,228,581,71,0
9972,65,473,207,19
9973,9,198,498,69
9974,9,173,474,55
9975,147,1145,514,55
9976,32,328,622,88
9977,39,403,53,0
9978,59,512,210,18
9979,41,321,47,0
9980,61,477,222,19
9981,0,23,220,522
9982,670,1368,171,0
9983,0,20,209,536
9984,1,30,162,155
9985,0,54,477,226
9986,62,506,179,20
9987,0,30,259,601
9988,0,10,228,637
9989,0,19,221,480
9990,0,23,215,227
9991,510,189,12,0
9992,0,24,226,523
9993,545,242,28,0
9994,15,234,524,55
9995,73,550,226,25
9996,2,26,233,587
9997,0,75,611,266
9998,17,239,628,86
9999,0,47,462,208
10000,16,224,546,67
10001,105,916,564,57
10002,0,67,534,237
10003,64,586,228,15
10004,0,18,240,726
10005,24,213,455,64
10006,59,526,250,21
10007,115,855,273,21
10008,132,1111,443,42
10009,11,204,456,57
10010,60,538,226,17
10011,0,104,850,102
10012,232,606,77,0
10013,0,18,165,166
10014,0,89,776,405
10015,0,54,520,225
10016,440,197,24,0
10017,0,27,251,497
10018,0,23,223,524
10019,0,18,308,1302
10020,460,220,15,0
10021,654,393,34,0
10022,480,2292,291,0
10023,0,14,216,578
10024,59,531,228,16
10025,21,234,488,63
10026,0,18,223,545
10027,59,440,200,15
10028,0,10,247,553
10029,1014,355,39,0
10030,214,472,71,0
10031,248,500,58,0
10032,0,22,229,506
10033,219,465,66,0
10034,254,500,65,0
10035,530,265,26,0
10036,1036,735,59,0
10037,467,189,14,0
10038,0,44,409,708
10039,13,233,559,68
10040,0,61,514,243
10041,236,490,69,0
10042,76,625,239,21
10043,227,481,53,0
10044,209,627,92,0
10045,0,21,216,470
10046,21,234,550,68
10047,1,19,161,195
10048,68,574,320,32
10049,213,648,79,0
10050,0,68,457,202
10051,18,239,239,20
10052,418,688,87,0
10053,341,564,71,0
10054,14,313,1170,158
10055,0,72,474,198
10056,0,53,526,228
10057,0,17,170,411
10058,0,48,461,1262
10059,67,474,195,20
10060,3,73,522,193
10061,60,481,209,15
10062,79,580,227,14
10063,175,148,19,0
10064,497,203,18,0
10065,0,55,531,317
10066,0,77,932,1554
10067,637,208,15,0
10068,516,233,21,0
10069,3,18,214,487
10070,18,200,488,55
10071,22,229,522,52
10072,478,197,27,0
10073,617,1428,1160,131
10074,32,400,676,90
10075,0,66,544,240
10076,14,210,586,85
10077,0,20,212,551
10078,0,15,224,748
10079,451,211,23,0
10080,0,19,234,561
10081,2,78,549,239
10082,546,272,21,0
10083,76,623,919,115
10084,229,485,54,0
10085,12,241,671,79
10086,0,26,183,442
10087,53,491,185,16
10088,56,533,247,23
10089,850,313,22,0
10090,237,541,60,0
10091,22,245,530,57
10092,19,253,570,77
10093,21,192,482,63
10094,931,407,38,0
10095,0,16,195,517
10096,0,72,554,195
10097,0,69,706,1503
10098,62,582,235,26
10099,0,41,482,200
10100,517,220,14,0
10101,0,49,569,217
10102,239,458,61,0
10103,29,196,451,63
10104,55,467,211,23
10105,70,609,267,21
10106,60,472,167,13
10107,225,521,49,0
10108,225,581,84,0
10109,218,585,79,0
10110,509,181,22,2
10111,0,63,608,236
10112,17,219,490,59
10113,71,513,274,22
10114,0,52,497,262
10115,0,57,519,209
10116,672,380,35,1
10117,196,507,55,0
10118,25,228,431,57
10119,262,567,50,0
10120,0,50,460,206
10121,462,212,18,0
10122,63,506,182,19
10123,115,859,252,20
10124,595,337,31,0
10125,0,15,198,464
10126,298,753,99,0
10127,70,623,333,36
10128,0,66,680,938
10129,233,475,55,0
10130,74,622,319,22
10131,22,175,448,61
10132,276,577,59,0
10133,93,984,603,57
10134,65,490,220,26
10135,249,682,92,1
10136,0,19,202,547
10137,17,244,593,59
10138,233,511,68,0
10139,553,312,34,2
10140,82,661,385,38
10141,0,142,1134,596
10142,0,16,192,210
10143,62,467,225,19
10144,61,522,256,18
10145,718,1029,119,2
10146,606,282,20,0
10147,0,47,448,206
10148,437,192,17,0
10149,80,698,734,68
10150,32,310,43,0
10151,69,571,234,23
10152,191,500,75,0
10153,444,217,22,0
10154,14,174,186,12
10155,24,274,510,57
10156,520,214,9,0
10157,244,553,58,0
10158,0,66,527,259
10159,45,446,203,23
10160,0,17,224,502
10161,595,243,26,2
10162,269,536,72,0
10163,547,221,20,0
10164,21,230,611,70
10165,1185,346,26,0
10166,31,257,789,86
10167,1,21,234,520
10168,0,28,243,503
10169,890,416,31,2
10170,4,12,232,491
10171,640,273,25,1
10172,139,1115,424,26
10173,21,243,527,65
10174,217,518,67,0
10175,203,447,67,0
10176,405,643,66,0
10177,42,487,1265,145
10178,60,437,195,17
10179,0,254,2089,1904
10180,0,52,491,243
10181,235,545,50,1
10182,0,72,498,170
10183,64,538,205,19
10184,0,59,479,217
10185,204,458,58,0
10186,0,18,299,1128
10187,58,533,223,16
10188,502,243,24,0
10189,0,153,1348,902
10190,54,495,194,20
10191,0,69,520,217
10192,0,17,224,543
10193,0,74,524,223
10194,90,770,318,22
10195,0,30,306,572
10196,206,498,57,2
10197,329,642,64,0
10198,745,387,37,0
10199,226,577,52,0
10200,0,17,249,873
10201,17,173,182,15
10202,0,25,209,473
10203,68,605,287,19
10204,24,231,514,56
10205,0,43,505,1332
10206,0,69,644,301
10207,532,208,22,0
10208,0,70,602,270
10209,92,621,263,15
10210,69,501,225,24
10211,469,208,16,0
10212,13,176,162,23
10213,72,532,210,20
10214,55,661,1057,135
10215,74,562,214,15
10216,293,723,109,0
10217,81,901,1265,131
10218,8,201,523,74
10219,0,45,354,606
10220,482,779,90,0
10221,57,546,214,14
10222,1,19,259,605
10223,67,552,235,19
10224,83,788,366,43
10225,0,33,311,551
10226,539,212,22,0
10227,201,516,53,0
10228,0,21,178,600
10229,43,345,44,0
10230,540,1241,137,0
10231,498,220,11,1
10232,200,515,54,0
10233,57,482,211,16
10234,532,195,16,0
10235,0,33,278,935
10236,216,458,49,0
10237,0,20,180,186
10238,260,612,62,0
10239,0,21,176,193
10240,513,259,25,0
10241,1,51,591,267
10242,0,83,555,188
10243,0,23,252,618
10244,16,261,790,95
10245,503,194,14,0
10246,32,350,620,80
10247,237,479,53,5
10248,70,569,902,110
10249,0,45,387,633
10250,2,62,492,218
10251,56,473,254,31
10252,526,246,23,0
10253,0,21,237,539
10254,233,733,88,0
10255,0,66,551,259
10256,0,88,724,77
10257,218,502,73,0
10258,18,220,633,69
10259,0,64,520,224
10260,0,14,189,568
10261,202,470,61,0
10262,0,23,255,725
10263,0,42,334,52
10264,252,482,42,0
10265,187,510,60,0
10266,0,22,349,643
10267,811,592,51,0
10268,0,52,530,197
10269,52,560,1083,156
10270,59,613,216,20
10271,0,52,445,831
10272,235,479,62,0
10273,18,209,517,56
10274,15,280,1221,365
10275,0,57,476,225
10276,501,228,15,0
10277,234,513,68,0
10278,558,832,91,0
10279,30,487,213,13
10280,149,175,17,0
10281,22,267,782,83
10282,228,525,69,0
10283,0,59,647,283
10284,0,25,225,509
10285,501,207,33,2
10286,204,512,67,0
10287,20,248,768,92
10288,62,569,210,21
10289,13,215,498,61
10290,0,17,225,551
10291,0,57,480,220
10292,0,80,604,208
10293,0,18,191,484
10294,16,184,182,19
10295,67,495,50,25
10296,234,878,92,0
10297,0,27,206,512
10298,0,53,478,214
10299,429,727,75,0
10300,0,29,213,556
10301,186,499,65,0
10302,505,194,19,0
10303,0,17,257,815
10304,3,31,364,852
10305,0,36,306,27
10306,1,19,207,501
10307,1,23,225,540
10308,23,311,598,65
10309,503,204,24,0
10310,479,213,22,0
10311,89,635,380,39
10312,534,287,27,0
10313,492,210,20,0
10314,0,19,269,993
10315,29,258,510,52
10316,0,80,564,236
10317,0,53,477,180
10318,1,80,573,200
10319,0,76,617,226
10320,0,62,520,238
10321,0,18,209,473
10322,190,459,57,0
10323,0,16,220,440
10324,0,23,234,540
10325,0,48,516,247
10326,239,503,60,0
10327,198,496,52,0
10328,196,449,51,0
10329,515,292,27,0
10330,510,237,21,0
10331,211,469,61,0
10332,214,495,39,1
10333,0,101,893,402
10334,53,511,270,24
10335,13,213,486,64
10336,0,60,669,328
10337,66,568,238,15
10338,0,67,496,210
10339,213,484,55,0
10340,238,607,69,0
10341,226,512,42,0
10342,0,72,532,238
10343,0,96,679,356
10344,2932,1427,138,0
10345,43,493,206,24
10346,64,468,208,17
10347,490,240,14,0
10348,65,507,186,21
10349,373,805,102,0
10350,460,232,18,0
10351,75,448,195,18
10352,60,488,223,12
10353,213,480,57,0
10354,14,215,669,88
10355,25,271,669,93
10356,507,244,19,0
10357,305,567,65,0
10358,155,1166,367,29
10359,60,432,231,21
10360,735,299,25,0
10361,556,231,24,0
10362,62,602,267,23
10363,18,208,555,77
10364,24,242,495,66
10365,104,826,505,60
10366,212,481,67,0
10367,63,489,193,17
10368,263,531,68,0
10369,0,63,572,273
10370,20,230,495,71
10371,339,710,106,0
10372,0,18,245,524
10373,18,231,555,64
10374,47,478,215,27
10375,494,242,26,0
10376,477,205,16,0
10377,465,214,14,0
10378,283,580,62,0
10379,530,248,14,0
10380,62,564,257,23
10381,67,519,236,22
10382,0,24,198,490
10383,33,334,658,81
10384,69,543,218,20
10385,210,493,65,0
10386,0,25,306,606
10387,0,52,527,214
10388,512,238,15,0
10389,0,19,219,517
10390,0,17,229,489
10391,213,472,63,0
10392,28,199,203,29
10393,0,17,202,489
10394,294,711,83,0
10395,0,79,553,234
10396,238,498,50,0
10397,0,23,250,550
10398,10,231,476,64
10399,0,81,724,383
10400,0,56,654,227
10401,26,245,554,50
10402,12,171,151,16
10403,368,619,61,1
10404,0,136,1201,737
10405,330,615,64,0
10406,2,20,254,792
10407,580,224,22,0
10408,19,210,636,71
10409,202,543,62,0
10410,27,213,501,80
10411,0,64,599,385
10412,0,66,503,236
10413,0,43,407,688
10414,48,421,59,0
10415,219,691,98,0
10416,18,209,426,40
10417,0,76,714,208
10418,0,29,219,503
10419,12,197,507,57
10420,66,521,210,14
10421,0,64,494,55
10422,229,528,47,0
10423,0,50,525,261
10424,23,239,503,65
10425,93,687,230,11
10426,536,220,17,0
10427,625,350,28,1
10428,431,210,20,0
10429,178,464,62,0
10430,486,232,21,0
10431,575,259,20,0
10432,63,510,204,18
10433,237,534,60,0
10434,0,26,238,533
10435,27,228,488,62
10436,57,566,237,20
10437,509,218,18,0
10438,0,47,509,199
10439,848,486,36,0
10440,481,230,32,0
10441,1,15,235,530
10442,562,217,15,0
10443,81,686,367,43
10444,64,546,256,23
10445,86,652,255,20
10446,1335,326,23,0
10447,598,229,21,0
10448,63,472,217,20
10449,0,69,515,256
10450,24,211,516,65
10451,213,1530,361,20
10452,38,308,36,0
10453,0,77,649,343
10454,525,238,28,0
10455,484,199,12,1
10456,0,18,214,524
10457,90,658,373,38
10458,62,581,226,17
10459,0,30,242,645
10460,203,509,58,0
10461,0,46,453,195
10462,0,59,516,196
10463,15,212,638,87
10464,183,445,67,0
10465,59,487,228,15
10466,51,440,181,23
10467,0,22,204,509
10468,0,59,514,191
10469,0,67,455,216
10470,624,302,32,0
10471,0,42,441,822
10472,561,205,11,0
10473,57,545,214,11
10474,278,620,72,0
10475,87,760,396,44
10476,30,243,553,64
10477,67,538,226,21
10478,14,245,568,80
10479,490,201,16,0
10480,58,537,257,16
10481,13,226,562,64
10482,0,20,273,632
10483,17,146,158,11
10484,195,470,48,1
10485,47,493,207,16
10486,2,24,217,504
10487,17,256,517,64
10488,377,642,73,0
10489,0,89,832,280
10490,602,203,24,0
10491,0,19,189,531
10492,59,471,190,16
10493,0,55,476,215
10494,623,332,26,0
10495,0,57,549,210
10496,192,1656,1384,164
10497,474,226,27,0
10498,532,211,15,0
10499,241,494,61,0
10500,0,38,371,621
10501,807,1177,138,2
10502,0,67,490,179
10503,362,646,62,0
10504,16,230,514,64
10505,206,503,63,0
10506,15,224,497,62
10507,71,624,1096,143
10508,164,216,23,0
10509,24,264,708,88
10510,0,65,527,248
10511,478,212,25,1
10512,0,53,455,199
10513,0,77,549,240
10514,15,174,166,13
10515,64,531,234,21
10516,0,13,218,745
10517,0,18,209,498
10518,213,489,61,0
10519,474,182,14,0
10520,500,219,18,0
10521,0,80,633,372
10522,460,193,21,0
10523,251,483,71,0
10524,0,104,917,1361
10525,243,552,53,0
10526,23,226,479,61
10527,563,256,27,0
10528,205,493,74,0
10529,19,221,502,48
10530,23,200,477,65
10531,0,20,282,557
10532,642,402,55,3
10533,341,649,100,0
10534,0,22,234,564
10535,497,181,20,0
10536,23,328,889,97
10537,215,1832,426,23
10538,7,354,2310,474
10539,482,206,19,0
10540,55,520,250,25
10541,66,546,213,30
10542,418,722,103,2
10543,0,22,201,560
10544,218,710,98,0
10545,0,68,694,417
10546,38,361,605,75
10547,0,117,1127,749
10548,59,508,235,8
10549,19,214,540,66
10550,234,544,59,0
10551,458,758,70,0
10552,905,578,66,0
10553,0,75,558,221
10554,0,73,588,219
10555,0,67,499,272
10556,60,521,774,109
10557,49,331,53,0
10558,0,66,510,216
10559,7,232,1244,426
10560,81,721,209,23
10561,17,170,172,21
10562,244,591,75,0
10563,19,195,465,63
10564,73,560,270,22
10565,491,231,28,0
10566,200,482,59,0
10567,1215,290,17,0
10568,544,274,35,0
10569,476,220,21,0
10570,0,20,145,437
10571,620,284,36,0
10572,237,479,53,0
10573,229,576,69,0
10574,0,71,673,342
10575,58,465,212,25
10576,0,81,713,356
10577,67,595,236,16
10578,56,514,191,21
10579,0,31,209,504
10580,0,23,216,637
10581,0,14,215,491
10582,251,553,63,0
10583,227,681,75,0
10584,0,18,166,184
10585,62,504,207,23
10586,10,211,461,71
10587,0,167,1139,607
10588,0,17,250,564
10589,0,16,248,474
10590,0,95,798,606
10591,283,592,58,2
10592,603,287,18,0
10593,0,51,521,257
10594,445,216,28,0
10595,20,158,212,21
10596,286,602,70,0
10597,0,22,216,535
10598,0,21,218,534
10599,62,532,250,29
10600,47,385,613,70
10601,0,27,262,487
10602,0,19,256,524
10603,229,2008,855,66
10604,15,184,471,57
10605,22,230,486,61
10606,0,12,273,518
10607,43,445,206,18
10608,502,227,20,0
10609,76,477,263,22
10610,2,77,593,251
10611,60,558,822,108
10612,19,205,485,46
10613,32,371,765,87
10614,292,1223,136,0
10615,134,950,560,54
10616,80,637,219,21
10617,0,23,193,472
10618,0,18,217,541
10619,0,19,216,516
10620,2,20,243,545
10621,209,552,42,0
10622,0,55,477,213
10623,212,479,53,0
10624,2,22,209,507
10625,16,230,555,64
10626,74,624,290,27
10627,53,593,195,18
10628,16,226,549,68
10629,22,255,547,72
10630,0,90,666,306
10631,791,527,50,0
10632,21,180,482,55
10633,558,250,14,2
10634,0,66,474,253
10635,81,743,265,13
10636,131,142,21,0
10637,213,494,66,0
10638,0,20,171,459
10639,44,493,241,20
10640,235,665,100,0
10641,0,28,234,528
10642,54,463,173,21
10643,197,197,19,0
10644,0,80,543,299
10645,72,550,206,18
10646,0,64,571,228
10647,323,668,70,0
10648,137,1139,153,0
10649,0,27,283,570
10650,15,186,465,50
10651,633,251,25,0
10652,23,281,506,52
10653,63,548,238,29
10654,210,445,54,0
10655,0,62,520,279
10656,2,26,209,466
10657,0,20,202,195
10658,315,613,55,0
10659,491,207,20,0
10660,0,65,569,290
10661,541,277,31,0
10662,33,459,78,2
10663,25,197,172,17
10664,234,490,54,0
10665,485,219,24,0
10666,0,22,234,500
10667,436,717,86,0
10668,34,330,556,70
10669,0,17,239,447
10670,0,95,701,278
10671,84,650,329,33
10672,0,16,205,483
10673,1578,566,49,0
10674,564,245,28,0
10675,0,161,1292,316
10676,0,58,489,201
10677,0,65,473,199
10678,548,241,20,0
10679,71,528,217,19
10680,0,64,456,195
10681,0,18,224,483
10682,0,58,555,222
10683,528,243,22,0
10684,237,553,82,0
10685,132,1010,314,13
10686,470,231,27,0
10687,22,266,494,56
10688,0,64,523,221
10689,465,183,23,0
10690,523,224,24,0
10691,53,513,244,17
10692,84,672,300,26
10693,34,374,628,76
10694,0,15,243,538
10695,24,330,600,86
10696,0,57,494,237
10697,274,721,93,0
10698,60,564,245,23
10699,19,224,505,63
10700,21,211,484,66
10701,74,653,382,42
10702,27,280,535,66
10703,0,58,475,188
10704,0,23,241,543
10705,18,205,490,60
10706,20,219,219,20
10707,360,604,66,0
10708,460,730,89,0
10709,0,69,669,248
10710,24,241,538,67
10711,0,24,209,512
10712,529,199,12,0
10713,0,56,476,186
10714,22,217,523,74
10715,0,62,492,209
10716,599,225,25,0
10717,245,517,68,0
10718,595,252,19,0
10719,59,473,193,19
10720,508,225,21,0
10721,488,68,154,0
10722,310,732,101,0
10723,0,23,209,580
10724,42,317,41,0
10725,1197,827,109,0
10726,0,24,280,600
10727,206,474,50,0
10728,508,204,16,0
10729,63,429,65,0
10730,48,481,208,12
10731,22,203,508,60
10732,532,173,17,0
10733,183,479,47,0
10734,654,251,19,0
10735,484,216,16,0
10736,135,962,280,18
10737,250,544,65,2
10738,0,78,606,265
10739,2,8,222,497
10740,300,495,71,3
10741,67,530,226,18
10742,235,586,61,0
10743,568,260,28,0
10744,0,65,429,193
10745,633,253,22,0
10746,18,194,438,65
10747,0,89,820,227
10748,247,514,67,0
10749,26,263,495,58
10750,0,35,376,46
10751,986,634,60,2
10752,531,236,13,0
10753,225,485,62,0
10754,245,611,72,0
10755,90,811,383,28
10756,0,22,216,508
10757,0,78,725,296
10758,0,76,514,269
10759,19,214,434,55
10760,492,219,18,0
10761,535,235,24,0
10762,80,607,335,34
10763,0,74,615,220
10764,202,482,60,0
10765,501,222,15,0
10766,57,490,222,23
10767,0,85,644,226
10768,21,220,496,64
10769,0,30,310,660
10770,72,647,240,21
10771,702,312,28,0
10772,0,21,373,822
10773,0,73,491,228
10774,378,696,66,0
10775,580,234,18,0
10776,17,211,526,65
10777,15,224,483,52
10778,0,264,2346,726
10779,0,54,572,290
10780,13,199,490,50
10781,26,229,510,59
10782,785,455,46,0
10783,22,333,1013,130
10784,218,512,61,0
10785,15,215,475,52
10786,64,536,210,26
10787,64,482,212,19
10788,0,17,324,1364
10789,898,559,48,2
10790,163,160,20,0
10791,234,477,64,0
10792,0,22,236,560
10793,0,35,278,567
10794,0,11,197,520
10795,0,55,534,203
10796,0,56,601,319
10797,66,526,233,18
10798,72,688,444,43
10799,0,102,880,1187
10800,0,21,236,526
10801,102,845,339,31
10802,64,656,1051,110
10803,0,50,524,242
10804,0,45,509,234
10805,213,492,65,0
10806,24,273,909,99
10807,0,24,209,559
10808,490,233,25,0
10809,662,318,38,0
10810,624,294,28,0
10811,65,502,265,22
10812,125,963,687,74
10813,23,192,456,54
10814,596,289,27,0
10815,0,81,615,242
10816,22,219,486,67
10817,0,21,207,548
10818,206,501,60,0
10819,326,612,67,0
10820,17,202,438,60
10821,93,681,80,20
10822,267,679,72,0
10823,0,25,183,515
10824,64,494,215,24
10825,489,231,16,0
10826,0,71,521,215
10827,12,222,507,43
10828,220,449,53,0
10829,233,535,66,0
10830,252,616,64,0
10831,23,205,522,53
10832,15,162,486,51
10833,21,207,504,70
10834,168,1410,847,74
10835,85,709,277,31
10836,497,227,17,0
10837,950,383,19,1
10838,883,429,47,0
10839,208,487,64,0
10840,245,586,81,0
10841,83,647,202,22
10842,49,476,230,16
10843,0,81,602,246
10844,621,339,33,0
10845,55,576,254,22
10846,186,495,67,0
10847,258,684,82,0
10848,0,51,503,202
10849,24,248,714,84
10850,0,16,220,489
10851,51,563,202,18
10852,58,452,207,19
10853,354,1040,1115,128
10854,0,208,1770,781
10855,232,459,62,0
10856,0,56,532,182
10857,0,20,195,511
10858,0,20,247,547
10859,0,121,1076,807
10860,2,77,585,263
10861,556,228,19,0
10862,0,16,192,473
10863,475,211,19,0
10864,249,556,65,0
10865,220,525,72,0
10866,0,28,305,38
10867,0,67,438,219
10868,56,432,188,21
10869,0,55,483,218
10870,116,1162,663,69
10871,0,69,625,268
10872,500,200,16,0
10873,0,24,258,522
10874,77,662,254,20
10875,0,62,582,267
10876,0,24,233,644
10877,490,193,14,0
10878,0,81,625,313
10879,483,198,20,0
10880,20,233,552,72
10881,0,76,513,58
10882,0,30,216,533
10883,0,58,519,229
10884,715,961,98,0
10885,499,220,18,0
10886,0,28,334,635
10887,0,56,494,252
10888,69,514,220,20
10889,0,56,563,428
10890,656,244,18,0
10891,0,66,568,227
10892,58,638,257,26
10893,466,187,19,0
10894,0,35,413,738
10895,202,481,63,0
10896,0,16,276,1224
10897,1,20,193,456
10898,21,228,466,56
10899,65,519,229,18
10900,543,259,25,0
10901,554,228,14,0
10902,277,608,63,0
10903,303,671,81,0
10904,63,506,203,32
10905,54,481,182,18
10906,659,439,43,0
10907,1022,689,70,0
10908,0,27,183,174
10909,540,222,18,0
10910,61,524,228,20
10911,82,624,398,39
10912,17,351,1506,197
10913,212,533,78,0
10914,0,17,183,543
10915,21,248,632,66
10916,21,189,161,12
10917,69,496,239,23
10918,0,62,522,198
10919,0,164,1305,949
10920,310,1313,184,0
10921,226,516,53,0
10922,0,44,409,778
10923,587,268,23,0
10924,604,235,16,2
10925,0,69,534,223
10926,0,68,509,227
10927,0,20,194,459
10928,65,529,212,28
10929,0,84,635,236
10930,175,472,48,0
10931,40,290,29,0
10932,1,12,199,444
10933,0,32,305,47
10934,612,300,33,0
10935,304,1430,190,4
10936,13,205,479,67
10937,524,205,18,0
10938,0,71,567,262
10939,0,76,630,350
10940,22,200,508,79
10941,0,69,551,247
10942,430,237,10,0
10943,38,310,559,69
10944,193,445,59,0
10945,255,523,68,0
10946,73,522,197,10
10947,227,527,57,0
10948,527,211,26,0
10949,0,23,215,542
10950,193,489,60,0
10951,218,558,73,0
10952,257,537,66,0
10953,182,549,74,0
10954,566,238,24,0
10955,1,72,500,254
10956,222,527,48,0
10957,0,24,257,641
10958,200,455,51,0
10959,0,18,253,595
10960,0,69,483,243
10961,81,587,231,17
10962,24,221,748,97
10963,548,208,26,0
10964,0,18,192,499
